ICV339,P0DTD1_Pap,0.623495042,1
ICV333,P0DTD1_Pap,0.63242346,1
ICV346,P0DTD1_Pap,0.620703578,1
ICV801,P0DTD1_Pap,0.664746523,1
ICV802,P0DTD1_Pap,0.663642943,1
ICV803,P0DTD1_Pap,0.65319097,1
ICV804,P0DTD1_Pap,0.633838296,1
ICV805,P0DTD1_Pap,0.606687784,1
ICV806,P0DTD1_Pap,0.593205929,1
ICV807,P0DTC2,0.548825443,1
ICV808,P09874,0.54239285,1
ICV809,P0DTD1_3C,0.770110846,1
ICV810,P0DTD1_3C,0.753823102,1
ICV811,P0DTD1_3C,0.768635929,1
ICV812,P0DTD1_3C,0.768389404,1
ICV813,P0DTD1_3C,0.767779887,1
ICV814,P0DTD1_3C,0.776242256,1
ICV815,P0DTD1_3C,0.77573216,1
ICV816,P0DTD1_3C,0.756948054,1
ICV817,P0DTD1_3C,0.758210897,1
ICV818,P0DTD1_3C,0.759470999,1
ICV819,P0DTD1_3C,0.758051097,1
ICV820,P0DTD1_3C,0.770174921,1
ICV821,P0DTD1_3C,0.76698184,1
ICV822,P0DTD1_3C,0.768018603,1
ICV823,P0DTD1_3C,0.771239817,1
ICV824,P0DTD1_3C,0.767731607,1
ICV825,P0DTD1_3C,0.763964832,1
ICV826,P0DTD1_3C,0.769070983,1
ICV827,P0DTD1_3C,0.769941688,1
ICV828,P0DTD1_3C,0.762534738,1
ICV829,P0DTD1_3C,0.767422676,1
ICV830,P0DTD1_3C,0.759910524,1
ICV831,P0DTD1_3C,0.763599396,1
ICV832,P0DTD1_3C,0.776144505,1
ICV833,P0DTD1_3C,0.773886621,1
ICV835,O15393,0.571110666,1
ICV837,Q4KMQ2,0.527098358,1
ICV842,P0DTD1_RdRp,0.617962003,1
ICV339,P0DTC2,0.514333725,0
ICV339,P09874,0.533713102,0
ICV339,P0DTD1_3C,0.763218999,0
ICV339,O15393,0.539313793,0
ICV339,Q4KMQ2,0.553860605,0
ICV339,P0DTD1_RdRp,0.59779948,0
ICV333,P0DTC2,0.526790321,0
ICV333,P09874,0.546081424,0
ICV333,P0DTD1_3C,0.765125453,0
ICV333,O15393,0.551552355,0
ICV333,Q4KMQ2,0.565683603,0
ICV333,P0DTD1_RdRp,0.607926905,0
ICV346,P0DTC2,0.510994017,0
ICV346,P09874,0.531008661,0
ICV346,P0DTD1_3C,0.762462974,0
ICV346,O15393,0.536520302,0
